,Ano,UF,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,microcomputador,Tablet,outro_equipamento,Renda_mensal
127305,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1000.0
127306,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2100.0
127307,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1140.0
127309,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,833.0
127310,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,482.0
127312,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1250.0
127318,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,900.0
127323,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1250.0
127324,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1356.0
127327,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1388.0
127329,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,444.0
127332,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,342.0
127334,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,500.0
127335,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1233.0
127336,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1750.0
127337,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3241.0
127338,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1375.0
127342,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1166.0
127346,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,4250.0
127348,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1500.0
127350,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2000.0
127353,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3000.0
127355,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2200.0
127356,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,920.0
127357,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1492.0
127359,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1550.0
127360,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Sim ,833.0
127361,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,56.0
127362,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3540.0
127363,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1000.0
127364,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,4166.0
127365,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1333.0
127366,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1066.0
127367,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,375.0
127369,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1400.0
127370,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,600.0
127371,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,850.0
127372,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,665.0
127375,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,793.0
127378,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1016.0
127379,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,267.0
127381,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1200.0
127382,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2000.0
127386,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,682.0
127389,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,4575.0
127391,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1962.0
127392,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1024.0
127393,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1300.0
127394,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,4000.0
127397,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,13000.0
127399,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,750.0
127400,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,450.0
127401,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1267.0
127402,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,800.0
127405,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1500.0
127416,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,900.0
127417,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1900.0
127419,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2132.0
127420,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,5778.0
127423,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,950.0
127424,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1350.0
127427,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3340.0
127428,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2500.0
127429,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,916.0
127433,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,3966.0
127434,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1316.0
127435,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,667.0
127436,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1925.0
127438,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,3200.0
127439,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,3000.0
127442,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1800.0
127443,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1766.0
127446,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2000.0
127447,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Sim ,Não,1800.0
127449,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,11300.0
127450,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3700.0
127453,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3333.0
127454,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,4450.0
127455,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3000.0
127456,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1000.0
127457,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,4500.0
127459,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,241.0
127460,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,3574.0
127462,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3500.0
127463,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,5200.0
127464,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1860.0
127465,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3100.0
127466,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2000.0
127467,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,298.0
127468,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,966.0
127469,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,3306.0
127471,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1975.0
127472,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1487.0
127473,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,283.0
127475,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Não,Não,Não,1050.0
127476,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,349.0
127480,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,152.0
127481,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,276.0
127482,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2766.0
127483,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Sim ,Não,800.0
127484,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,433.0
127487,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Sim ,Não,2500.0
127489,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1000.0
127490,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1224.0
127492,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,238.0
127496,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,824.0
127500,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,809.0
127502,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1274.0
127504,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1500.0
127505,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2465.0
127506,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,305.0
127509,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1293.0
127510,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,991.0
127513,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2741.0
127516,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1112.0
127517,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3362.0
127520,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,500.0
127525,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1274.0
127527,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1400.0
127528,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,4000.0
127531,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1650.0
127533,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Sim ,Não,700.0
127534,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1125.0
127535,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,733.0
127536,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,3000.0
127540,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,633.0
127541,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2700.0
127542,2014,Rio Grande do Sul,Sim,Não,Sim ,Sim ,Sim ,Não,Não,566.0
127548,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,300.0
127552,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,933.0
127556,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,558.0
127559,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,500.0
127561,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,966.0
127563,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,375.0
127565,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1550.0
127567,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,724.0
127568,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,966.0
127570,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1400.0
127573,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,700.0
127576,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,631.0
127579,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Sim ,Não,973.0
127581,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,574.0
127583,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1108.0
127584,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Não,Não,400.0
127586,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,925.0
127587,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1150.0
127589,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,883.0
127591,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,833.0
127594,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1075.0
127595,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,625.0
127597,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Não,Sim ,Não,500.0
127601,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1100.0
127602,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1239.0
127603,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,908.0
127610,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1540.0
127611,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,930.0
127612,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,466.0
127614,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,500.0
127620,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1762.0
127624,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2666.0
127625,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2666.0
127626,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1712.0
127628,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,962.0
127632,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,475.0
127633,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,333.0
127635,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,741.0
127638,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2250.0
127639,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,968.0
127640,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2550.0
127645,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,900.0
127647,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,3250.0
127648,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1356.0
127649,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1833.0
127652,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,900.0
127654,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,724.0
127655,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,362.0
127657,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,176.0
127662,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,450.0
127667,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,800.0
127670,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,550.0
127681,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,685.0
127682,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,362.0
127684,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2124.0
127687,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1100.0
127688,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Não,Não,1150.0
127689,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,1533.0
127695,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,4000.0
127696,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,1133.0
127700,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1200.0
127702,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1350.0
127707,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,833.0
127710,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1560.0
127711,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,800.0
127712,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,700.0
127713,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,833.0
127718,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1766.0
127720,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,425.0
127721,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1350.0
127723,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1400.0
127724,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,103.0
127728,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1220.0
127730,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,900.0
127732,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,2933.0
127733,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,1270.0
127734,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,466.0
127736,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,310.0
127738,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,650.0
127746,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,856.0
127747,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1580.0
127748,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,360.0
127757,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2833.0
127763,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1160.0
127767,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,750.0
127768,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,578.0
127769,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Sim ,Não,1433.0
127776,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,110.0
127779,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1000.0
127781,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,975.0
127784,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2000.0
127785,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,7033.0
127786,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2166.0
127789,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1541.0
127793,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2500.0
127796,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2066.0
127798,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1440.0
127799,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,4700.0
127801,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,311.0
127803,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,933.0
127804,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,450.0
127805,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,433.0
127808,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,450.0
127810,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Não,Não,650.0
127811,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,700.0
127812,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1282.0
127813,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,800.0
127814,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1850.0
127815,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,700.0
127817,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1051.0
127819,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,608.0
127820,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1574.0
127821,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,2950.0
127822,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1066.0
127826,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1375.0
127827,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1469.0
127833,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,636.0
127834,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,950.0
127835,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,400.0
127837,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1225.0
127838,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,733.0
127847,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,666.0
127848,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,483.0
127849,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,333.0
127852,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,1000.0
127858,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1633.0
127862,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Sim ,Não,800.0
127863,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,3500.0
127878,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,4200.0
127879,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1187.0
127880,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,3166.0
127881,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,4550.0
127883,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,4549.0
127884,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,350.0
127887,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2299.0
127889,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,1074.0
127890,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,700.0
127891,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,600.0
127892,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1612.0
127893,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,1526.0
127896,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2175.0
127897,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,722.0
127900,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,106.0
127904,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,775.0
127906,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,506.0
127909,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,2200.0
127912,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,271.0
127915,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1362.0
127923,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,258.0
127931,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1324.0
127932,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,808.0
127939,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,685.0
127942,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,908.0
127944,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,510.0
