,Ano,UF,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,microcomputador,Tablet,outro_equipamento,Renda_mensal
133122,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1200.0
133123,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,900.0
133127,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1100.0
133129,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,92.0
133131,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,462.0
133132,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,264.0
133134,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,76.0
133138,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,384.0
133141,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,696.0
133142,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,425.0
133145,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,250.0
133146,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,255.0
133147,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,749.0
133152,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,276.0
133156,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,633.0
133157,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1900.0
133160,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2164.0
133163,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,790.0
133165,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,661.0
133169,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2300.0
133170,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1808.0
133171,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,625.0
133172,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,700.0
133173,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1342.0
133174,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2100.0
133175,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2270.0
133177,2014,Rio Grande do Sul,Sim,Não,Sim ,Sim ,Sim ,Não,Não,3325.0
133180,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,4850.0
133185,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,873.0
133186,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1950.0
133187,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2150.0
133189,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1060.0
133192,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,733.0
133199,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,633.0
133200,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Sim ,Não,0.0
133203,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,545.0
133206,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,532.0
133207,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,825.0
133210,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,427.0
133217,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,378.0
133218,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,431.0
133219,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,308.0
133221,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1350.0
133223,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1200.0
133225,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,482.0
133226,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Sim ,Não,1250.0
133228,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,425.0
133234,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,833.0
133238,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,216.0
133248,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1000.0
133249,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,782.0
133251,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2250.0
133252,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,750.0
133253,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Sim ,Não,660.0
133257,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1908.0
133258,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1300.0
133261,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1112.0
133262,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,4000.0
133265,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,444.0
133266,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,377.0
133269,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,800.0
133270,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1000.0
133271,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1800.0
133272,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,2012.0
133273,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1100.0
133274,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,500.0
133275,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1574.0
133277,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1400.0
133278,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,500.0
133279,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1524.0
133280,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1103.0
133281,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Sim ,Não,1500.0
133282,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,740.0
133283,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,553.0
133286,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Sim ,Não,866.0
133287,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2074.0
133288,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,825.0
133289,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Não,Sim ,Não,1100.0
133291,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,908.0
133292,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,583.0
133294,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2000.0
133295,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1075.0
133298,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,748.0
133299,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,391.0
133300,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,2300.0
133301,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,908.0
133303,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1012.0
133304,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,545.0
133307,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,438.0
133308,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,318.0
133309,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,382.0
133313,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,822.0
133314,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,900.0
133315,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,1362.0
133316,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,925.0
133317,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1114.0
133319,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,844.0
133321,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1293.0
133324,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1042.0
133326,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,211.0
133327,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1210.0
133328,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1099.0
133331,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,410.0
133332,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,365.0
133334,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,933.0
133335,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,800.0
133336,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,3083.0
133339,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,652.0
133341,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,225.0
133348,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,300.0
133349,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,628.0
133350,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Sim ,Não,1325.0
133353,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1525.0
133357,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,0.0
133358,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,436.0
133359,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,808.0
133360,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1066.0
133363,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1281.0
133368,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,940.0
133371,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1175.0
133374,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2066.0
133376,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,405.0
133377,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,971.0
133378,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,600.0
133381,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,900.0
133383,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,281.0
133384,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1056.0
133386,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,362.0
133388,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,733.0
133389,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Sim ,Não,724.0
133390,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,1000.0
133391,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,400.0
133395,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,295.0
133400,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,0.0
133402,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,253.0
133403,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1950.0
133404,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,958.0
133406,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1220.0
133407,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Não,Sim ,Não,266.0
133408,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,724.0
133412,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,144.0
133416,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,6700.0
133419,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,2000.0
133421,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2840.0
133422,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,500.0
133423,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,900.0
133424,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1011.0
133428,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1485.0
133446,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,500.0
133448,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,400.0
133450,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,900.0
133451,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,800.0
133452,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,833.0
133453,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,333.0
133456,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,900.0
133460,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1341.0
133461,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1375.0
133462,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1074.0
133463,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,970.0
133464,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,783.0
133465,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,944.0
133466,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,650.0
133467,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,707.0
133468,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,11600.0
133469,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,835.0
133470,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2200.0
133473,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,933.0
133474,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,2900.0
133475,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1300.0
133484,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,816.0
133486,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,561.0
133487,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1003.0
133494,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3100.0
133497,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1550.0
133498,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,870.0
133499,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2733.0
133500,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,610.0
133501,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1250.0
133502,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1500.0
133503,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1625.0
133504,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,600.0
133505,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,484.0
133506,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1666.0
133507,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,537.0
133508,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,360.0
133509,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1140.0
133510,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,2025.0
133511,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,481.0
133515,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,433.0
133517,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2500.0
133520,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,780.0
133522,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Sim ,Não,540.0
133524,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,162.0
133525,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,627.0
133541,2014,Rio Grande do Sul,Sim,Não,Sim ,Sim ,Sim ,Não,Não,1300.0
133546,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,450.0
133556,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,1122.0
133557,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,2000.0
133560,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1466.0
133561,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2310.0
133562,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,2700.0
133563,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Não,Não,Não,669.0
133564,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,500.0
133565,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,5500.0
133567,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1044.0
133568,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1950.0
133569,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,875.0
133571,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,750.0
133573,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,9609.0
133574,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,860.0
133576,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,0.0
133578,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,375.0
133582,2014,Rio Grande do Sul,Sim,Não,Não,Não,Sim ,Não,Não,818.0
133583,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1250.0
133588,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,45.0
133589,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,800.0
133591,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Sim ,Não,400.0
133596,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,724.0
133599,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,289.0
133600,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,532.0
133603,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1266.0
133604,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,700.0
133606,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1700.0
133607,2014,Rio Grande do Sul,Sim,Não,Sim ,Não,Sim ,Não,Não,1790.0
133611,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,908.0
133617,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1000.0
133623,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1500.0
133624,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,650.0
133625,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,500.0
133626,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,471.0
133630,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1683.0
133634,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,751.0
133639,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,3316.0
133640,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,3375.0
133642,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,500.0
133643,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1681.0
133649,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,2333.0
133652,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,264.0
133655,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,271.0
133656,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,482.0
133666,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,984.0
133667,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,650.0
133670,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Sim ,Não,844.0
133673,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,466.0
133677,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1249.0
133684,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,550.0
133685,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,854.0
133686,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,758.0
133688,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,1250.0
133693,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,763.0
133699,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1000.0
133707,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,506.0
133708,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,785.0
133710,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,7862.0
133712,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1008.0
133713,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,3316.0
133732,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,724.0
133733,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,809.0
133735,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,750.0
133738,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,987.0
133747,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,400.0
133751,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Sim ,Não,Não,1091.0
133795,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,1448.0
133796,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1000.0
133799,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,360.0
133806,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,600.0
133807,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1433.0
133809,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,258.0
133810,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,586.0
133813,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,6833.0
133814,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,500.0
133815,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,666.0
133817,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,Não,1550.0
133818,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,718.0
133819,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,462.0
133822,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,1900.0
133828,2014,Rio Grande do Sul,Sim,Sim ,Não,Sim ,Sim ,Não,Não,641.0
133830,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,333.0
133831,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Sim ,Sim ,Não,Não,564.0
133832,2014,Rio Grande do Sul,Sim,Não,Não,Sim ,Sim ,Não,Não,1033.0
133833,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,5724.0
133846,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,733.0
133848,2014,Rio Grande do Sul,Sim,Sim ,Sim ,Não,Não,Não,Não,716.0
