,Ano,UF,Tv_assinatura,TV_antena_parabolica,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,microcomputador,Tablet,outro_equipamento,Renda_mensal
131234,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,3800.0
131237,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Não,Sim ,Não,1240.0
131238,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,383.0
131239,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Sim ,Não,775.0
131240,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,287.0
131243,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1970.0
131244,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2500.0
131246,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,3350.0
131247,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,2666.0
131248,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,2250.0
131249,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,3366.0
131250,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1387.0
131251,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,700.0
131252,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,3555.0
131253,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,653.0
131255,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,7300.0
131257,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1340.0
131258,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2346.0
131259,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,2000.0
131260,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Não,Sim ,Sim ,980.0
131261,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1150.0
131262,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Sim ,1015.0
131265,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1333.0
131266,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Sim ,Não,Não,Sim ,Não,2150.0
131267,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Sim ,1475.0
131268,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,2200.0
131269,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Não,Sim ,Não,525.0
131270,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,386.0
131271,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,2250.0
131272,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2150.0
131275,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Não,Não,Não,666.0
131276,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,650.0
131278,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Sim ,Não,Sim ,Não,Não,720.0
131279,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1900.0
131280,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,600.0
131282,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,357.0
131283,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,966.0
131284,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1350.0
131285,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,471.0
131286,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,544.0
131287,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1000.0
131288,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,660.0
131291,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,475.0
131292,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,616.0
131293,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,408.0
131294,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,606.0
131297,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1000.0
131298,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,566.0
131301,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Não,Não,Não,520.0
131303,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1394.0
131305,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1700.0
131306,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,750.0
131307,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1766.0
131308,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2350.0
131310,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,682.0
131313,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Não,Sim ,Não,650.0
131314,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,16500.0
131316,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2875.0
131319,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,2766.0
131321,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,10000.0
131322,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2200.0
131323,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,3000.0
131324,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,7500.0
131325,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,7150.0
131326,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,7500.0
131327,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,8500.0
131329,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,15500.0
131330,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,11000.0
131332,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,3333.0
131333,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,3000.0
131337,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,712.0
131340,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,479.0
131342,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Não,Sim ,Não,1025.0
131346,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,355.0
131347,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,778.0
131348,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,847.0
131350,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,550.0
131352,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,6500.0
131353,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2750.0
131354,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,3250.0
131356,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,1950.0
131358,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1875.0
131359,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Não,Sim ,Não,1566.0
131360,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,5600.0
131361,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,2500.0
131362,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Sim ,2000.0
131366,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,550.0
131367,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1200.0
131369,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,550.0
131372,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,490.0
131373,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,2044.0
131376,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,833.0
131377,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,962.0
131378,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,327.0
131380,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,500.0
131384,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,527.0
131385,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1126.0
131388,2015,Rio Grande do Sul,Sim,Não sabe,Sim,Sim,Não,Sim ,Sim ,Não,Não,1200.0
131389,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,550.0
131390,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,525.0
131391,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,280.0
131392,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2850.0
131394,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1417.0
131395,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Sim ,Não,562.0
131396,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1549.0
131397,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,3188.0
131399,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1866.0
131400,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,450.0
131405,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1117.0
131406,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1625.0
131407,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,5380.0
131410,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,825.0
131422,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,633.0
131424,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,477.0
131425,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,530.0
131428,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1000.0
131430,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,3766.0
131432,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Sim ,Não,1491.0
131434,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,900.0
131435,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,933.0
131436,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,600.0
131439,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,500.0
131440,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,933.0
131441,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,925.0
131442,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,2213.0
131443,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,2500.0
131444,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,833.0
131445,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,500.0
131447,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,866.0
131448,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,970.0
131450,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1012.0
131451,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,702.0
131453,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2650.0
131454,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1030.0
131455,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1750.0
131456,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,620.0
131457,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,788.0
131458,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,796.0
131459,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,438.0
131461,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,800.0
131462,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1337.0
131463,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1050.0
131466,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,750.0
131470,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,500.0
131471,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1112.0
131473,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,1166.0
131475,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,999.0
131481,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,854.0
131483,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1466.0
131484,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,352.0
131486,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,197.0
131490,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,666.0
131493,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Não,Não,Não,332.0
131496,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,350.0
131497,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1525.0
131498,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,625.0
131507,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,5447.0
131510,2015,Rio Grande do Sul,Não,Não,Sim,Não,Sim ,Não,Sim ,Não,Não,975.0
131512,2015,Rio Grande do Sul,Sim,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1833.0
131513,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,1988.0
131515,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Sim ,Não,Não,400.0
131517,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Não,Sim ,Sim ,Não,4125.0
131522,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,500.0
131525,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Sim ,Não,1300.0
131529,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Não,Sim ,Sim ,Não,1000.0
131530,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1066.0
131532,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,3200.0
131533,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,4150.0
131534,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1358.0
131535,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2900.0
131536,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1190.0
131537,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Sim ,Não,400.0
131538,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1522.0
131539,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,2188.0
131541,2015,Rio Grande do Sul,Não,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,1095.0
131542,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1072.0
131545,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,766.0
131547,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1333.0
131550,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,866.0
131551,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,565.0
131556,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,600.0
131557,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1233.0
131558,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1300.0
131563,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,500.0
131568,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,0.0
131573,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,723.0
131574,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1264.0
131575,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1333.0
131578,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,612.0
131587,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,200.0
131588,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,673.0
131591,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1325.0
131593,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,2788.0
131594,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1325.0
131599,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,5200.0
131603,2015,Rio Grande do Sul,Sim,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,3500.0
131606,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,788.0
131611,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,800.0
131614,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1288.0
131620,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,1262.0
131621,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1392.0
131622,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1680.0
131626,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,1059.0
131627,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,2000.0
131639,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,525.0
131643,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,788.0
131646,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,1338.0
131647,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,544.0
131649,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,872.0
131650,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1000.0
131652,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,362.0
131654,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,660.0
131656,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,270.0
131657,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Não,Não,Não,358.0
131658,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Não,Não,Não,682.0
131660,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,180.0
131663,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Sim ,Não,Sim ,Sim ,Não,1300.0
131664,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,834.0
131665,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,833.0
131666,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,400.0
131668,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,2650.0
131669,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,700.0
131671,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,2000.0
131672,2015,Rio Grande do Sul,Não,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1317.0
131673,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,104.0
131674,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Sim ,Não,Não,850.0
131676,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,483.0
131677,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,407.0
131678,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,673.0
131679,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,794.0
131680,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,700.0
131683,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,875.0
131684,2015,Rio Grande do Sul,Sim,Sim,Sim,Não,Não,Sim ,Sim ,Não,Não,1350.0
131685,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,446.0
131686,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Não,Não,Não,662.0
131687,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,394.0
131691,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Não,Não,Não,Não,650.0
131693,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,554.0
131694,2015,Rio Grande do Sul,Não,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1099.0
131697,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Não,Sim ,Não,Não,Não,1916.0
131699,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Não,Não,1196.0
131700,2015,Rio Grande do Sul,Sim,Não,Sim,Não,Não,Sim ,Sim ,Não,Não,964.0
131701,2015,Rio Grande do Sul,Sim,Não,Sim,Sim,Não,Sim ,Sim ,Sim ,Não,1650.0
131703,2015,Rio Grande do Sul,Sim,Sim,Sim,Sim,Sim ,Sim ,Sim ,Sim ,Não,2178.0
131707,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Sim ,Sim ,Não,Não,450.0
131709,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1788.0
131710,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Não,Não,Não,1188.0
131711,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Não,Sim ,Não,Não,Não,2150.0
131712,2015,Rio Grande do Sul,Não,Sim,Sim,Sim,Sim ,Não,Sim ,Não,Não,36.0
