,Ano,UF,Tv_assinatura,TV_antena_parabolica,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,Renda_mensal,microcomputador,Tablet,outro_equipamento
120395,2013,SC,Não,Não,Não,,,,1300.0,,,
120396,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,966.0,Sim ,Não,Não
120397,2013,SC,Não,Não,Não,,,,678.0,,,
120398,2013,SC,Não,Não,Não,,,,1356.0,,,
120399,2013,SC,Não,Sim,Não,,,,650.0,,,
120400,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,1200.0,Sim ,Sim ,Não
120401,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,1300.0,Sim ,Não,Não
120403,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,800.0,Sim ,Sim ,Não
120405,2013,SC,Não,Não,Não,,,,339.0,,,
120406,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,300.0,Sim ,Não,Não
120407,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1225.0,Sim ,Não,Não
120408,2013,SC,Não,Sim,Não,,,,387.0,,,
120410,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Não,400.0,Sim ,Não,Não
120411,2013,SC,Não,Não,Não,,,,0.0,,,
120412,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,651.0,Sim ,Não,Não
120413,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1375.0,Sim ,Não,Não
120414,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1033.0,Sim ,Não,Não
120415,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,837.0,Não,Não,Não
120416,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,900.0,Sim ,Não,Não
120417,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1550.0,Sim ,Não,Não
120420,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,783.0,Sim ,Não,Não
120421,2013,SC,Não,Sim,Não,,,,1550.0,,,
120422,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2169.0,Sim ,Não,Não
120423,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,714.0,Sim ,Não,Não
120425,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1233.0,Sim ,Não,Não
120426,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1650.0,Sim ,Não,Não
120427,2013,SC,Não,Não,Não,,,,911.0,,,
120428,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2126.0,Sim ,Não,Não
120430,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,3850.0,Sim ,Não,Não
120432,2013,SC,Não,Sim,Não,,,,4800.0,,,
120433,2013,SC,Não,Não,Não,,,,678.0,,,
120434,2013,SC,Não,Sim,Não,,,,1285.0,,,
120435,2013,SC,Não,Sim,Não,,,,1226.0,,,
120436,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,995.0,Sim ,Não,Não
120437,2013,SC,Não,Sim,Não,,,,939.0,,,
120438,2013,SC,Não,Não,Sim ,Não,Não,Sim ,2014.0,Sim ,Não,Não
120441,2013,SC,Não,Não,Não,,,,1356.0,,,
120442,2013,SC,Não,Sim,Não,,,,678.0,,,
120443,2013,SC,Não,Sim,Não,,,,987.0,,,
120444,2013,SC,Não,Não,Não,,,,989.0,,,
120445,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,500.0,Não,Não,Não
120446,2013,SC,Não,Sim,Não,,,,1026.0,,,
120448,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,550.0,Sim ,Não,Não
120449,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,610.0,Sim ,Não,Não
120450,2013,SC,Não,Sim,Não,,,,333.0,,,
120451,2013,SC,Não,Sim,Não,,,,500.0,,,
120452,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,725.0,Sim ,Não,Não
120454,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,765.0,Sim ,Não,Não
