,Ano,UF,Tv_assinatura,TV_antena_parabolica,Domicilio_com_internet,celular_com_internet,Uso_de_3G_ou_4G,internet_banda_larga,Renda_mensal,microcomputador,Tablet,outro_equipamento
118437,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1356.0,Sim ,Não,Não
118438,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,766.0,Sim ,Não,Não
118439,2013,SC,Não,Sim,Não,,,,500.0,,,
118440,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1966.0,Sim ,Não,Não
118443,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,666.0,Sim ,Não,Não
118445,2013,SC,Não,Sim,Não,,,,739.0,,,
118446,2013,SC,Não,Não,Não,,,,650.0,,,
118447,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,900.0,Sim ,Não,Não
118449,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,800.0,Sim ,Não,Não
118450,2013,SC,Não,Não,Sim ,Não,Não,Sim ,743.0,Sim ,Não,Não
118451,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1000.0,Sim ,Não,Não
118453,2013,SC,,,Sim ,Não,Não,Sim ,880.0,Sim ,Não,Não
118454,2013,SC,Não,Sim,Não,,,,350.0,,,
118455,2013,SC,Não,Não,Sim ,Não,Não,Sim ,0.0,Sim ,Não,Não
118456,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,10000.0,Sim ,Sim ,Não
118458,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2033.0,Sim ,Não,Não
118461,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,5333.0,Sim ,Não,Não
118462,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,3100.0,Sim ,Não,Não
118465,2013,SC,Não,Não,Não,,,,678.0,,,
118466,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,10250.0,Sim ,Sim ,Não
118468,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1175.0,Sim ,Não,Não
118471,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,800.0,Não,Não,Não
118476,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,0.0,Sim ,Não,Não
118477,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,2500.0,Sim ,Não,Não
118481,2013,SC,Não,Não,Sim ,Não,Não,Sim ,600.0,Sim ,Não,Não
118490,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,2100.0,Sim ,Sim ,Não
118492,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1156.0,Sim ,Não,Não
118494,2013,SC,Não,Não,Não,,,,250.0,,,
118495,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,825.0,Sim ,Não,Não
118496,2013,SC,Não,Não,Não,,,,378.0,,,
118497,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,675.0,Sim ,Não,Não
118498,2013,SC,Não,Não,Não,,,,833.0,,,
118499,2013,SC,Não,Não,Não,,,,1800.0,,,
118500,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1094.0,Sim ,Não,Não
118503,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,783.0,Não,Não,Não
118504,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,923.0,Sim ,Não,Não
118505,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1744.0,Sim ,Não,Não
118506,2013,SC,Não,Não,Não,,,,689.0,,,
118508,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1139.0,Sim ,Não,Não
118509,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2015.0,Sim ,Não,Não
118510,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,2120.0,Sim ,Sim ,Não
118511,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,425.0,Sim ,Não,Não
118512,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2250.0,Sim ,Não,Não
118513,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,2150.0,Sim ,Não,Não
118515,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1700.0,Sim ,Não,Não
118517,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1900.0,Sim ,Sim ,Não
118519,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,2166.0,Sim ,Não,Não
118520,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,3333.0,Sim ,Sim ,Não
118521,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1233.0,Sim ,Não,Não
118522,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1109.0,Sim ,Não,Não
118523,2013,SC,Não,Não,Não,,,,766.0,,,
118524,2013,SC,Não,Não,Não,,,,1333.0,,,
118525,2013,SC,Não,Não,Não,,,,400.0,,,
118526,2013,SC,Não,Não,Não,,,,526.0,,,
118527,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,483.0,Sim ,Sim ,Não
118528,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,600.0,Sim ,Não,Não
118529,2013,SC,Não,Não,Sim ,Não,Não,Sim ,96.0,Não,Sim ,Não
118530,2013,SC,Não,Não,Não,,,,678.0,,,
118531,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2279.0,Sim ,Não,Não
118532,2013,SC,Não,Não,Sim ,Não,Não,Sim ,739.0,Sim ,Não,Não
118533,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1266.0,Sim ,Sim ,Não
118534,2013,SC,Não,Não,Não,,,,1033.0,,,
118535,2013,SC,Sim,Não,Sim ,Não,Sim ,Não,569.0,Sim ,Não,Não
118536,2013,SC,Não,Não,Sim ,Não,Sim ,Não,0.0,Sim ,Não,Não
118537,2013,SC,Não,Não,Não,,,,304.0,,,
118538,2013,SC,Não,Não,Não,,,,519.0,,,
118539,2013,SC,Não,Não,Sim ,Não,Não,Sim ,775.0,Sim ,Não,Não
118540,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1576.0,Sim ,Não,Não
118541,2013,SC,Não,Não,Não,,,,1278.0,,,
118542,2013,SC,Não,Não,Não,,,,1400.0,,,
118543,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,800.0,Sim ,Sim ,Não
118544,2013,SC,Não,Não,Não,,,,213.0,,,
118545,2013,SC,Não,Não,Não,,,,1356.0,,,
118546,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1450.0,Sim ,Não,Não
118547,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1166.0,Sim ,Sim ,Não
118548,2013,SC,Não,Não,Não,,,,452.0,,,
118549,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,520.0,Sim ,Não,Não
118550,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,0.0,Sim ,Não,Não
118551,2013,SC,Não,Não,Não,,,,1250.0,,,
118552,2013,SC,Não,Não,Não,,,,800.0,,,
118553,2013,SC,Não,Não,Não,,,,1100.0,,,
118554,2013,SC,Não,Não,Não,,,,1000.0,,,
118555,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,2850.0,Sim ,Não,Não
118556,2013,SC,Não,Não,Não,,,,700.0,,,
118557,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1020.0,Sim ,Não,Não
118558,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,933.0,Sim ,Não,Não
118561,2013,SC,Não,Não,Não,,,,466.0,,,
118562,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1433.0,Sim ,Não,Não
118563,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,405.0,Sim ,Não,Não
118564,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,550.0,Não,Não,Não
118565,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,890.0,Sim ,Não,Não
118566,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,2000.0,Sim ,Não,Não
118567,2013,SC,Não,Não,Não,,,,1166.0,,,
118569,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1016.0,Sim ,Não,Não
118570,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1550.0,Sim ,Não,Não
118571,2013,SC,Não,Não,Não,,,,675.0,,,
118573,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,933.0,Sim ,Não,Não
118574,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,900.0,Sim ,Não,Não
118576,2013,SC,Sim,Sim,Não,,,,1266.0,,,
118577,2013,SC,Não,Sim,Não,,,,340.0,,,
118578,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,551.0,Sim ,Não,Não
118579,2013,SC,Não,Não,Não,,,,651.0,,,
118580,2013,SC,Não,Não,Não,,,,678.0,,,
118581,2013,SC,Sim,Sim,Sim ,Não,Sim ,Não,600.0,Sim ,Não,Não
118582,2013,SC,Não,Não,Não,,,,180.0,,,
118583,2013,SC,Não,Não,Sim ,Não,Não,Não,633.0,Sim ,Não,Não
118584,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,600.0,Não,Não,Não
118586,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1166.0,Sim ,Não,Não
118587,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,600.0,Sim ,Não,Não
118588,2013,SC,Não,Sim,Sim ,Não,Não,Não,3000.0,Sim ,Não,Não
118589,2013,SC,Não,Não,Não,,,,333.0,,,
118590,2013,SC,Sim,Não,Não,,,,392.0,,,
118591,2013,SC,Não,Não,Sim ,Não,Não,Sim ,350.0,Sim ,Não,Não
118592,2013,SC,Sim,Não,Não,,,,1925.0,,,
118595,2013,SC,Não,Não,Não,,,,1239.0,,,
118596,2013,SC,Não,Não,Não,,,,70.0,,,
118597,2013,SC,Sim,Não,Não,,,,675.0,,,
118598,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,674.0,Sim ,Não,Não
118600,2013,SC,Não,Não,Sim ,Sim ,Sim ,Sim ,900.0,Sim ,Sim ,Não
118601,2013,SC,Sim,Não,Sim ,Não,Sim ,Sim ,4350.0,Sim ,Não,Não
118603,2013,SC,Não,Sim,Não,,,,910.0,,,
118606,2013,SC,Não,Não,Não,,,,700.0,,,
118607,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,1145.0,Sim ,Não,Não
118608,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,420.0,Sim ,Não,Não
118609,2013,SC,Sim,Não,Sim ,Não,Sim ,Não,1166.0,Sim ,Não,Não
118610,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1500.0,Sim ,Não,Não
118611,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,750.0,Sim ,Não,Não
118612,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,400.0,Sim ,Não,Não
118613,2013,SC,Não,Não,Sim ,Não,Sim ,Não,733.0,Sim ,Não,Não
118614,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,680.0,Sim ,Não,Não
118615,2013,SC,Não,Não,Não,,,,400.0,,,
118616,2013,SC,Não,Não,Não,,,,300.0,,,
118617,2013,SC,Não,Sim,Não,,,,901.0,,,
118618,2013,SC,Não,Não,Não,,,,920.0,,,
118619,2013,SC,Não,Não,Não,,,,339.0,,,
118620,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,650.0,Não,Não,Não
118621,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1066.0,Sim ,Não,Não
118622,2013,SC,Sim,Não,Não,,,,836.0,,,
118623,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,800.0,Não,Não,Não
118624,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1500.0,Sim ,Sim ,Não
118625,2013,SC,Não,Não,Não,,,,2050.0,,,
118626,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,296.0,Não,Não,Não
118627,2013,SC,Não,Não,Não,,,,889.0,,,
118631,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,375.0,Não,Não,Não
118632,2013,SC,Não,Não,Não,,,,300.0,,,
118635,2013,SC,,,Não,,,,260.0,,,
118636,2013,SC,Não,Não,Não,,,,678.0,,,
118637,2013,SC,Não,Sim,Não,,,,678.0,,,
118639,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2750.0,Sim ,Sim ,Não
118640,2013,SC,Não,Não,Não,,,,2127.0,,,
118642,2013,SC,Sim,Não sabe,Sim ,Sim ,Não,Sim ,4069.0,Sim ,Sim ,Não
118643,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,4407.0,Sim ,Sim ,Não
118644,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,2035.0,Sim ,Não,Não
118645,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,2500.0,Sim ,Não,Não
118646,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,2050.0,Sim ,Não,Não
118647,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1000.0,Sim ,Sim ,Não
118650,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,2250.0,Sim ,Não,Não
118652,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1339.0,Sim ,Sim ,Não
118654,2013,SC,Não,Não,Sim ,Não,Não,Sim ,839.0,Sim ,Não,Não
118655,2013,SC,Não,Não,Não,,,,620.0,,,
118656,2013,SC,Não,Não,Não,,,,339.0,,,
118657,2013,SC,,,Sim ,Não,Não,Não,620.0,Sim ,Não,Não
118658,2013,SC,Sim,Não,Não,,,,1008.0,,,
118659,2013,SC,Não,Não,Sim ,Não,Não,Sim ,3250.0,Sim ,Não,Não
118660,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,616.0,Sim ,Não,Não
118661,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,500.0,Sim ,Sim ,Não
118662,2013,SC,Não,Não,Sim ,Sim ,Sim ,Sim ,1600.0,Sim ,Não,Não
118663,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Sim ,745.0,Não,Sim ,Não
118664,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,666.0,Não,Não,Não
118665,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,950.0,Sim ,Não,Não
118668,2013,SC,Não,Sim,Não,,,,70.0,,,
118671,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,1110.0,Sim ,Sim ,Não
118672,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,626.0,Sim ,Sim ,Não
118673,2013,SC,Sim,Não,Sim ,Não,Não,Sim ,1800.0,Sim ,Não,Não
118675,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,679.0,Sim ,Não,Não
118676,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1695.0,Sim ,Não,Não
118677,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,5300.0,Sim ,Não,Não
118678,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,5195.0,Sim ,Sim ,Não
118679,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,2133.0,Sim ,Não,Não
118680,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,4195.0,Sim ,Sim ,Não
118682,2013,SC,Sim,Não,Não,,,,678.0,,,
118683,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,3518.0,Sim ,Não,Sim 
118684,2013,SC,Não,Não,Sim ,Não,Não,Sim ,2400.0,Sim ,Não,Não
118685,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1339.0,Sim ,Não,Não
118686,2013,SC,Não,Não,Não,,,,1600.0,,,
118687,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,794.0,Sim ,Não,Não
118690,2013,SC,Não,Não,Sim ,Não,Não,Não,1104.0,Sim ,Não,Não
118692,2013,SC,Não,Não,Não,,,,716.0,,,
118695,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,850.0,Sim ,Não,Não
118696,2013,SC,Não,Não,Não,,,,650.0,,,
118697,2013,SC,Não,Não,Sim ,Não,Não,Sim ,300.0,Sim ,Não,Não
118699,2013,SC,Não,Não,Sim ,Não,Não,Sim ,893.0,Sim ,Não,Não
118700,2013,SC,Não,Sim,Não,,,,885.0,,,
118702,2013,SC,Não,Não,Não,,,,764.0,,,
118703,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,968.0,Sim ,Não,Não
118704,2013,SC,Não,Sim,Não,,,,645.0,,,
118705,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,625.0,Sim ,Sim ,Não
118706,2013,SC,Não,Sim,Não,,,,678.0,,,
118707,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,1059.0,Sim ,Não,Não
118708,2013,SC,Não,Não,Não,,,,1017.0,,,
118709,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2271.0,Sim ,Não,Não
118710,2013,SC,Não,Não sabe,Não,,,,1278.0,,,
118711,2013,SC,Não,Sim,Não,,,,678.0,,,
118712,2013,SC,Não,Sim,Não,,,,1356.0,,,
118713,2013,SC,Não,Sim,Não,,,,785.0,,,
118714,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1400.0,Sim ,Não,Não
118715,2013,SC,Não,Sim,Não,,,,1356.0,,,
118716,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,2600.0,Sim ,Não,Não
118717,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,550.0,Sim ,Não,Não
118718,2013,SC,Não,Não,Não,,,,678.0,,,
118719,2013,SC,Não,Sim,Não,,,,678.0,,,
118720,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1552.0,Sim ,Não,Não
118721,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1010.0,Sim ,Não,Não
118723,2013,SC,Não,Sim,Não,,,,2139.0,,,
118725,2013,SC,Não,Sim,Não,,,,1285.0,,,
118726,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,825.0,Sim ,Não,Não
118727,2013,SC,Não,Sim,Não,,,,1618.0,,,
118728,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,225.0,Sim ,Não,Não
118729,2013,SC,Não,Sim,Não,,,,500.0,,,
118730,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,1589.0,Sim ,Não,Não
118731,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,678.0,Sim ,Não,Não
118732,2013,SC,Não,Não,Sim ,Não,Não,Sim ,452.0,Sim ,Não,Não
118733,2013,SC,Não,Sim,Não,,,,452.0,,,
118734,2013,SC,Não,Não,Não,,,,1533.0,,,
118735,2013,SC,Não,Sim,Não,,,,1209.0,,,
118736,2013,SC,Não,Não,Não,,,,678.0,,,
118737,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1669.0,Sim ,Não,Não
118738,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1500.0,Sim ,Não,Não
118739,2013,SC,Não,Sim,Não,,,,1452.0,,,
118740,2013,SC,Não,Sim,Não,,,,375.0,,,
118741,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1000.0,Sim ,Não,Não
118742,2013,SC,Não,Sim,Não,,,,1017.0,,,
118743,2013,SC,Não,Sim,Não,,,,4678.0,,,
118744,2013,SC,Não,Sim,Não,,,,678.0,,,
118745,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,4500.0,Sim ,Não,Não
118746,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2500.0,Sim ,Não,Não
118747,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,2618.0,Sim ,Não,Não
118748,2013,SC,Não,Sim,Não,,,,678.0,,,
118749,2013,SC,Não,Sim,Não,,,,3892.0,,,
118750,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2833.0,Sim ,Não,Não
118751,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2750.0,Sim ,Não,Não
118752,2013,SC,Não,Não sabe,Não,,,,3678.0,,,
118753,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,3000.0,Sim ,Não,Não
118754,2013,SC,Não,Sim,Não,,,,2278.0,,,
118755,2013,SC,Não,Sim,Não,,,,400.0,,,
118756,2013,SC,Não,Sim,Não,,,,678.0,,,
118757,2013,SC,Sim,Sim,Não,,,,1333.0,,,
118758,2013,SC,Não,Sim,Não,,,,1914.0,,,
118759,2013,SC,Não,Sim,Não,,,,825.0,,,
118760,2013,SC,Não,Sim,Não,,,,700.0,,,
118761,2013,SC,Não,Não,Não,,,,678.0,,,
118762,2013,SC,Não,Não,Não,,,,1118.0,,,
118763,2013,SC,Não,Não,Não,,,,875.0,,,
118764,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,818.0,Sim ,Não,Não
118765,2013,SC,Não,Sim,Não,,,,2333.0,,,
118766,2013,SC,Não,Sim,Não,,,,687.0,,,
118767,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,600.0,Sim ,Não,Não
118768,2013,SC,Não,Sim,Não,,,,518.0,,,
118771,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,678.0,Sim ,Não,Não
118772,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,400.0,Sim ,Não,Não
118773,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,2250.0,Sim ,Sim ,Não
118774,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,1300.0,Não,Não,Não
118775,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,678.0,Sim ,Não,Não
118776,2013,SC,Não,Não,Não,,,,135.0,,,
118777,2013,SC,Sim,Não,Sim ,Sim ,Não,Sim ,1020.0,Sim ,Não,Não
118778,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,933.0,Sim ,Sim ,Não
118779,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1400.0,Sim ,Sim ,Não
118780,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1900.0,Sim ,Não,Não
118781,2013,SC,Sim,Não,Sim ,Não,Sim ,Não,1817.0,Sim ,Não,Não
118782,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1823.0,Sim ,Não,Não
118783,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1465.0,Sim ,Não,Não
118785,2013,SC,Não,Não,Sim ,Não,Não,Sim ,1400.0,Sim ,Não,Não
118787,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,1750.0,Sim ,Sim ,Não
118788,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,0.0,Sim ,Não,Não
118789,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,2500.0,Sim ,Sim ,Não
118791,2013,SC,Não,Não,Sim ,Não,Sim ,Não,1000.0,Sim ,Não,Não
118792,2013,SC,Sim,Não,Não,,,,678.0,,,
118793,2013,SC,Sim,Sim,Sim ,Não,Não,Sim ,2175.0,Sim ,Não,Não
118794,2013,SC,Não,Não,Não,,,,1300.0,,,
118795,2013,SC,Não,Não,Não,,,,2250.0,,,
118796,2013,SC,Sim,Não,Não,,,,1032.0,,,
118798,2013,SC,Sim,Não,Sim ,Sim ,Sim ,Não,1800.0,Não,Não,Não
118799,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,3350.0,Sim ,Sim ,Não
118800,2013,SC,Não,Sim,Não,,,,678.0,,,
118801,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,2016.0,Sim ,Não,Não
118802,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,226.0,Sim ,Não,Não
118803,2013,SC,Sim,Sim,Não,,,,2300.0,,,
118804,2013,SC,Não,Sim,Sim ,Sim ,Não,Sim ,1375.0,Sim ,Sim ,Não
118805,2013,SC,Não,Sim,Não,,,,317.0,,,
118807,2013,SC,Sim,Não,Não,,,,1200.0,,,
118808,2013,SC,Sim,Sim,Não,,,,678.0,,,
118809,2013,SC,Não,Não,Não,,,,994.0,,,
118810,2013,SC,Não,Sim,Não,,,,590.0,,,
118811,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,692.0,Sim ,Não,Não
118812,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,2000.0,Sim ,Sim ,Não
118814,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,351.0,Não,Não,Não
118815,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Não,8800.0,Sim ,Não,Não
118816,2013,SC,Não,Não,Não,,,,308.0,,,
118817,2013,SC,Não,Sim,Não,,,,1400.0,,,
118818,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,1500.0,Sim ,Sim ,Não
118820,2013,SC,Não,Sim,Sim ,Não,Sim ,Não,1119.0,Sim ,Não,Não
118821,2013,SC,Sim,Sim,Sim ,Sim ,Sim ,Sim ,2500.0,Não,Sim ,Não
118822,2013,SC,Não,Sim,Não,,,,1400.0,,,
118823,2013,SC,,,Não,,,,678.0,,,
118824,2013,SC,Não,Sim,Não,,,,700.0,,,
118825,2013,SC,Sim,Não,Não,,,,429.0,,,
118826,2013,SC,Não,Sim,Não,,,,1250.0,,,
118827,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,1500.0,Sim ,Não,Não
118828,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,600.0,Sim ,Não,Não
118829,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,933.0,Sim ,Não,Não
118830,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,1006.0,Sim ,Não,Não
118831,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,813.0,Sim ,Não,Não
118832,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,1433.0,Sim ,Não,Não
118833,2013,SC,Não,Sim,Não,,,,1900.0,,,
118834,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,2933.0,Sim ,Não,Não
118835,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,3000.0,Sim ,Não,Não
118836,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Sim ,1633.0,Sim ,Sim ,Não
118837,2013,SC,Não,Sim,Não,,,,1300.0,,,
118838,2013,SC,Não,Não,Não,,,,415.0,,,
118839,2013,SC,Sim,Sim,Sim ,Sim ,Não,Sim ,600.0,Não,Não,Não
118840,2013,SC,Não,Não,Sim ,Sim ,Não,Sim ,1250.0,Sim ,Não,Não
118841,2013,SC,Não,Sim,Não,,,,572.0,,,
118842,2013,SC,Não,Não,Sim ,Não,Sim ,Não,288.0,Sim ,Não,Não
118843,2013,SC,Não,Sim,Não,,,,1850.0,,,
118844,2013,SC,Não,Não,Não,,,,678.0,,,
118845,2013,SC,Não,Não,Não,,,,375.0,,,
118846,2013,SC,Não,Não,Não,,,,250.0,,,
118847,2013,SC,Não,Não,Não,,,,572.0,,,
118848,2013,SC,Não,Não,Sim ,Sim ,Sim ,Não,769.0,Sim ,Não,Não
118849,2013,SC,Não,Não,Não,,,,1118.0,,,
118850,2013,SC,Não,Sim,Não,,,,513.0,,,
118852,2013,SC,Não,Sim,Sim ,Sim ,Sim ,Não,356.0,Não,Não,Não
118853,2013,SC,Não,Não,Não,,,,739.0,,,
118854,2013,SC,Não,Sim,Não,,,,500.0,,,
118856,2013,SC,Não,Não,Não,,,,675.0,,,
118857,2013,SC,Não,Não,Não,,,,414.0,,,
118858,2013,SC,Não,Não,Não,,,,678.0,,,
118859,2013,SC,Não,Sim,Não,,,,800.0,,,
118860,2013,SC,Não,Sim,Não,,,,847.0,,,
118861,2013,SC,Não,Sim,Não,,,,2000.0,,,
118863,2013,SC,Não,Não,Não,,,,169.0,,,
118864,2013,SC,Não,Não,Não,,,,422.0,,,
118865,2013,SC,Não,Sim,Não,,,,958.0,,,
118866,2013,SC,Não,Sim,Não,,,,800.0,,,
118867,2013,SC,Sim,Sim,Não,,,,0.0,,,
118868,2013,SC,Não,Sim,Sim ,Não,Não,Sim ,21.0,Sim ,Não,Não
